date,cases,week_mean_cases,tests,week_mean_tests,R_eff,sigma_cases,sigma_tests
2020-12-22,2557,1927.142857142857,29463,23464.285714285714,0.942613930759728,580.1513173478176,8995.131377017009
2020-12-23,2854,1986.7142857142858,38440,21478.571428571428,0.956489607456257,657.9597717372163,8985.94961763153
2020-12-24,1807,1966.4285714285713,29151,18285.0,0.939498167660758,632.6081741811564,5797.034931756061
2020-12-25,1287,1994.4285714285713,21616,17947.571428571428,0.910424367468474,629.260758383054,5191.894117815988
2020-12-26,1163,2037.857142857143,14425,17782.714285714286,0.885210986830185,588.0817310960948,5090.1177284809355
2020-12-27,1697,2105.285714285714,9909,15722.0,0.875630007491311,505.11291928091657,8076.331982138568
2020-12-28,2125,2133.5714285714284,21246,3321.714285714286,0.884249564487048,486.6644068533872,33645.13894718686
2020-12-29,2974,2157.4285714285716,15563,2086.714285714286,0.939031637008815,489.7430396625962,33119.084212297064
2020-12-30,2712,2155.5714285714284,16085,2070.5714285714284,0.995373756835009,486.6579488549154,33112.53857833979
2020-12-31,2003,2066.1428571428573,26789,3005.5714285714284,1.00345446695894,430.4643434947988,33584.11145959667
